Product Name,Brand,Skin Concern,Severity,Ingredients,Product Type,Skin Type,Price,Customer Rating,Reviews,Availability,Feature_Blob
Sound Moisturizer,Bioderma,"Blackheads, Papules, Pustules",Medium,Retinol  Centella Asiatica  Vitamin C,Serum,"normal, oily, dry",445.43,4.8,2945,"Nykaa, Amazon","Blackheads, Papules, Pustules Medium Retinol  Centella Asiatica  Vitamin C Serum"
First Exfoliator,Clinique,"Blackheads, Papules, Pustules",Low,Salicylic Acid  Zinc PCA  Vitamin C,Toner,"oily, dry, normal",2437.69,4.8,3272,"Sephora, Ulta, Dermstore","Blackheads, Papules, Pustules Low Salicylic Acid  Zinc PCA  Vitamin C Toner"
Decade Moisturizer,Clinique,"Blackheads, Nodules, Pustules",Medium,Glycolic Acid  Centella Asiatica  Lactic Acid,Serum,"dry, combination",1175.5,4.2,2376,"Official Website, Sephora, Nykaa","Blackheads, Nodules, Pustules Medium Glycolic Acid  Centella Asiatica  Lactic Acid Serum"
Tend Toner,Cetaphil,"Blackheads, Dark Spot, Papules",Medium,Vitamin C  Salicylic Acid  Zinc PCA,Toner,"normal, combination, oily",681.78,4.4,2481,"Official Website, Nykaa, Sephora","Blackheads, Dark Spot, Papules Medium Vitamin C  Salicylic Acid  Zinc PCA Toner"
Figure Cleanser,Bioderma,"Blackheads, Nodules, Papules",Low,Niacinamide  Hyaluronic Acid  Zinc PCA,Serum,"combination, normal, sensitive",1826.2,4.3,1611,"Sephora, Amazon, Ulta","Blackheads, Nodules, Papules Low Niacinamide  Hyaluronic Acid  Zinc PCA Serum"
Material Treatment,Innisfree,"Blackheads, Papules, Pustules",High,Tea Tree Oil  Lactic Acid  Retinol,Spot Treatment,"normal, combination, oily",615.27,4.9,4428,"Ulta, Official Website, Nykaa","Blackheads, Papules, Pustules High Tea Tree Oil  Lactic Acid  Retinol Spot Treatment"
Stay Cleanser,La Roche-Posay,"Papules, Pustules, Whiteheads",Low,Azelaic Acid  Retinol  Azelaic Acid,Cleanser,"dry, normal, combination",2614.45,4.6,1472,"Ulta, Sephora, Official Website","Papules, Pustules, Whiteheads Low Azelaic Acid  Retinol  Azelaic Acid Cleanser"
Same Treatment,Clinique,"Dark Spot, Papules, Whiteheads",Low,Zinc PCA  Benzoyl Peroxide  Azelaic Acid,Serum,"combination, sensitive, oily",2174.83,4.7,2660,"Dermstore, Nykaa, Sephora","Dark Spot, Papules, Whiteheads Low Zinc PCA  Benzoyl Peroxide  Azelaic Acid Serum"
Who Serum,CeraVe,"Dark Spot, Nodules, Papules",Low,Hyaluronic Acid  Tea Tree Oil  Salicylic Acid,Exfoliator,"dry, oily, combination",426.62,4.5,279,"Official Website, Ulta","Dark Spot, Nodules, Papules Low Hyaluronic Acid  Tea Tree Oil  Salicylic Acid Exfoliator"
Left Serum,Neutrogena,"Papules, Pustules",Low,Niacinamide  Niacinamide  Benzoyl Peroxide,Exfoliator,"combination, dry",1217.85,4.7,1213,"Official Website, Dermstore, Sephora","Papules, Pustules Low Niacinamide  Niacinamide  Benzoyl Peroxide Exfoliator"
Strategy Cleanser,Clinique,"Blackheads, Papules, Pustules",High,Tea Tree Oil  Tea Tree Oil  Benzoyl Peroxide,Serum,"sensitive, combination",1614.74,4.5,782,"Dermstore, Official Website, Amazon","Blackheads, Papules, Pustules High Tea Tree Oil  Tea Tree Oil  Benzoyl Peroxide Serum"
Suggest Exfoliator,La Roche-Posay,"Dark Spot, Pustules, Whiteheads",Medium,Niacinamide  Salicylic Acid  Retinol,Toner,"sensitive, combination, normal",1646.67,4.5,4775,"Sephora, Official Website","Dark Spot, Pustules, Whiteheads Medium Niacinamide  Salicylic Acid  Retinol Toner"
Student Exfoliator,CeraVe,"Blackheads, Nodules, Papules",Low,Niacinamide  Vitamin C  Hyaluronic Acid,Cleanser,"dry, sensitive",2476.33,3.9,1165,"Official Website, Amazon","Blackheads, Nodules, Papules Low Niacinamide  Vitamin C  Hyaluronic Acid Cleanser"
Despite Exfoliator,La Roche-Posay,"Nodules, Papules, Pustules",High,Salicylic Acid  Retinol  Benzoyl Peroxide,Cleanser,"normal, dry, sensitive",1834.22,4.1,4452,"Nykaa, Dermstore, Sephora","Nodules, Papules, Pustules High Salicylic Acid  Retinol  Benzoyl Peroxide Cleanser"
Close Exfoliator,The Ordinary,"Dark Spot, Pustules, Whiteheads",High,Tea Tree Oil  Vitamin C  Tea Tree Oil,Serum,combination,851.14,4.7,4781,Nykaa,"Dark Spot, Pustules, Whiteheads High Tea Tree Oil  Vitamin C  Tea Tree Oil Serum"
Night Exfoliator,Clinique,"Papules, Pustules",High,Vitamin C  Salicylic Acid  Niacinamide,Cleanser,dry,652.8,4.2,358,"Nykaa, Amazon","Papules, Pustules High Vitamin C  Salicylic Acid  Niacinamide Cleanser"
Expect Treatment,Innisfree,"Blackheads, Dark Spot, Whiteheads",Low,Tea Tree Oil  Azelaic Acid  Tea Tree Oil,Exfoliator,"sensitive, normal",1091.29,4.2,1862,"Official Website, Nykaa, Sephora","Blackheads, Dark Spot, Whiteheads Low Tea Tree Oil  Azelaic Acid  Tea Tree Oil Exfoliator"
Travel Treatment,Neutrogena,"Blackheads, Nodules, Whiteheads",Medium,Tea Tree Oil  Centella Asiatica  Tea Tree Oil,Toner,"combination, dry, sensitive",2419.97,4.8,3911,"Ulta, Official Website, Amazon","Blackheads, Nodules, Whiteheads Medium Tea Tree Oil  Centella Asiatica  Tea Tree Oil Toner"
Full Toner,Neutrogena,"Blackheads, Nodules, Papules",Medium,Benzoyl Peroxide  Zinc PCA  Glycolic Acid,Moisturizer,"dry, sensitive, oily",2631.2,4.7,3933,"Amazon, Sephora, Ulta","Blackheads, Nodules, Papules Medium Benzoyl Peroxide  Zinc PCA  Glycolic Acid Moisturizer"
Condition Moisturizer,Paula's Choice,"Dark Spot, Nodules, Whiteheads",High,Hyaluronic Acid  Hyaluronic Acid  Zinc PCA,Spot Treatment,"sensitive, dry",2482.17,4.2,123,"Amazon, Sephora, Official Website","Dark Spot, Nodules, Whiteheads High Hyaluronic Acid  Hyaluronic Acid  Zinc PCA Spot Treatment"
About Exfoliator,Clinique,"Dark Spot, Papules, Pustules",Medium,Tea Tree Oil  Vitamin C  Hyaluronic Acid,Moisturizer,oily,2138.82,4.6,3337,"Amazon, Sephora","Dark Spot, Papules, Pustules Medium Tea Tree Oil  Vitamin C  Hyaluronic Acid Moisturizer"
Set Serum,CeraVe,"Papules, Whiteheads",Medium,Salicylic Acid  Benzoyl Peroxide  Hyaluronic Acid,Spot Treatment,"sensitive, normal",2602.81,3.9,1529,"Ulta, Nykaa, Amazon","Papules, Whiteheads Medium Salicylic Acid  Benzoyl Peroxide  Hyaluronic Acid Spot Treatment"
Wait Toner,Paula's Choice,"Dark Spot, Nodules, Whiteheads",Low,Retinol  Niacinamide  Benzoyl Peroxide,Toner,"normal, dry, oily",2085.54,4.7,1324,"Official Website, Dermstore","Dark Spot, Nodules, Whiteheads Low Retinol  Niacinamide  Benzoyl Peroxide Toner"
Million Moisturizer,Neutrogena,"Dark Spot, Nodules, Papules",High,Niacinamide  Azelaic Acid  Hyaluronic Acid,Cleanser,"sensitive, combination",453.91,4.3,1037,"Sephora, Nykaa, Amazon","Dark Spot, Nodules, Papules High Niacinamide  Azelaic Acid  Hyaluronic Acid Cleanser"
Court Moisturizer,Clinique,"Nodules, Papules, Pustules",Medium,Niacinamide  Retinol  Vitamin C,Spot Treatment,combination,885.12,3.8,501,"Dermstore, Amazon","Nodules, Papules, Pustules Medium Niacinamide  Retinol  Vitamin C Spot Treatment"
Resource Moisturizer,The Ordinary,"Dark Spot, Pustules, Whiteheads",Low,Glycolic Acid  Glycolic Acid  Lactic Acid,Exfoliator,"combination, dry, sensitive",1175.77,4.0,3786,"Nykaa, Dermstore, Amazon","Dark Spot, Pustules, Whiteheads Low Glycolic Acid  Glycolic Acid  Lactic Acid Exfoliator"
Culture Moisturizer,La Roche-Posay,"Dark Spot, Whiteheads",Low,Lactic Acid  Vitamin C  Salicylic Acid,Moisturizer,"sensitive, normal, combination",1807.13,3.6,2494,"Ulta, Dermstore, Nykaa","Dark Spot, Whiteheads Low Lactic Acid  Vitamin C  Salicylic Acid Moisturizer"
Particular Exfoliator,Eucerin,"Blackheads, Nodules, Whiteheads",High,Azelaic Acid  Tea Tree Oil  Hyaluronic Acid,Cleanser,"sensitive, combination",1868.07,4.2,3329,"Ulta, Amazon","Blackheads, Nodules, Whiteheads High Azelaic Acid  Tea Tree Oil  Hyaluronic Acid Cleanser"
Vote Toner,Cetaphil,"Blackheads, Papules, Pustules",Medium,Azelaic Acid  Hyaluronic Acid  Retinol,Moisturizer,"combination, oily, normal",1990.65,3.8,2088,"Ulta, Official Website, Sephora","Blackheads, Papules, Pustules Medium Azelaic Acid  Hyaluronic Acid  Retinol Moisturizer"
Technology Treatment,The Ordinary,"Dark Spot, Pustules, Whiteheads",Low,Hyaluronic Acid  Zinc PCA  Benzoyl Peroxide,Serum,"normal, combination",2115.02,3.7,892,"Nykaa, Ulta, Dermstore","Dark Spot, Pustules, Whiteheads Low Hyaluronic Acid  Zinc PCA  Benzoyl Peroxide Serum"
Him Toner,Cetaphil,"Nodules, Papules, Whiteheads",High,Centella Asiatica  Centella Asiatica  Glycolic Acid,Toner,"dry, combination, oily",1443.85,3.6,3953,Nykaa,"Nodules, Papules, Whiteheads High Centella Asiatica  Centella Asiatica  Glycolic Acid Toner"
Pull Toner,Bioderma,"Dark Spot, Papules, Whiteheads",Medium,Hyaluronic Acid  Retinol  Zinc PCA,Cleanser,"sensitive, combination",2042.55,3.6,3060,"Nykaa, Sephora","Dark Spot, Papules, Whiteheads Medium Hyaluronic Acid  Retinol  Zinc PCA Cleanser"
Second Toner,CeraVe,"Papules, Pustules, Whiteheads",High,Glycolic Acid  Azelaic Acid  Tea Tree Oil,Exfoliator,"sensitive, normal",895.07,3.9,4513,"Amazon, Nykaa, Dermstore","Papules, Pustules, Whiteheads High Glycolic Acid  Azelaic Acid  Tea Tree Oil Exfoliator"
Pm Exfoliator,CeraVe,"Blackheads, Nodules, Whiteheads",Low,Vitamin C  Centella Asiatica  Vitamin C,Moisturizer,"dry, combination",524.2,4.3,1700,"Ulta, Amazon, Dermstore","Blackheads, Nodules, Whiteheads Low Vitamin C  Centella Asiatica  Vitamin C Moisturizer"
Gas Exfoliator,Innisfree,"Papules, Whiteheads",High,Salicylic Acid  Retinol  Lactic Acid,Spot Treatment,"oily, combination, dry",790.63,3.9,2636,"Dermstore, Nykaa","Papules, Whiteheads High Salicylic Acid  Retinol  Lactic Acid Spot Treatment"
Resource Serum,Eucerin,"Dark Spot, Papules, Whiteheads",High,Salicylic Acid  Centella Asiatica  Niacinamide,Cleanser,"normal, dry",1008.83,4.7,1926,"Nykaa, Sephora, Dermstore","Dark Spot, Papules, Whiteheads High Salicylic Acid  Centella Asiatica  Niacinamide Cleanser"
Box Toner,La Roche-Posay,"Blackheads, Nodules, Whiteheads",High,Niacinamide  Niacinamide  Azelaic Acid,Exfoliator,"oily, normal, sensitive",2005.21,3.9,3144,"Dermstore, Ulta, Amazon","Blackheads, Nodules, Whiteheads High Niacinamide  Niacinamide  Azelaic Acid Exfoliator"
Simply Cleanser,Bioderma,"Dark Spot, Papules, Pustules",Medium,Retinol  Retinol  Retinol,Serum,"oily, combination, sensitive",1851.29,3.8,3073,"Sephora, Official Website, Dermstore","Dark Spot, Papules, Pustules Medium Retinol  Retinol  Retinol Serum"
Season Exfoliator,CeraVe,"Nodules, Pustules",Low,Centella Asiatica  Hyaluronic Acid  Zinc PCA,Toner,"sensitive, normal, dry",1211.42,4.7,1625,"Nykaa, Sephora, Ulta","Nodules, Pustules Low Centella Asiatica  Hyaluronic Acid  Zinc PCA Toner"
Father Treatment,Bioderma,"Blackheads, Pustules",High,Niacinamide  Retinol  Tea Tree Oil,Serum,"normal, sensitive, dry",426.21,4.7,3409,"Sephora, Official Website, Dermstore","Blackheads, Pustules High Niacinamide  Retinol  Tea Tree Oil Serum"
Task Serum,Neutrogena,"Blackheads, Nodules, Pustules",Low,Glycolic Acid  Zinc PCA  Centella Asiatica,Serum,sensitive,1168.92,3.8,2507,"Sephora, Official Website, Ulta","Blackheads, Nodules, Pustules Low Glycolic Acid  Zinc PCA  Centella Asiatica Serum"
Continue Exfoliator,Paula's Choice,"Papules, Pustules, Whiteheads",Low,Hyaluronic Acid  Azelaic Acid  Glycolic Acid,Toner,"sensitive, oily, normal",1554.53,3.5,1694,"Sephora, Ulta, Amazon","Papules, Pustules, Whiteheads Low Hyaluronic Acid  Azelaic Acid  Glycolic Acid Toner"
Effort Serum,The Ordinary,"Dark Spot, Papules, Whiteheads",High,Tea Tree Oil  Benzoyl Peroxide  Hyaluronic Acid,Exfoliator,"normal, combination",1826.3,4.9,727,"Ulta, Amazon, Official Website","Dark Spot, Papules, Whiteheads High Tea Tree Oil  Benzoyl Peroxide  Hyaluronic Acid Exfoliator"
Use Treatment,Paula's Choice,"Dark Spot, Nodules, Pustules",Medium,Centella Asiatica  Hyaluronic Acid  Hyaluronic Acid,Spot Treatment,"oily, dry, combination",955.76,4.3,3156,"Sephora, Nykaa, Ulta","Dark Spot, Nodules, Pustules Medium Centella Asiatica  Hyaluronic Acid  Hyaluronic Acid Spot Treatment"
Tend Cleanser,Innisfree,"Dark Spot, Nodules, Papules",Low,Benzoyl Peroxide  Lactic Acid  Lactic Acid,Cleanser,"dry, sensitive, oily",400.86,4.6,4012,"Sephora, Ulta","Dark Spot, Nodules, Papules Low Benzoyl Peroxide  Lactic Acid  Lactic Acid Cleanser"
Grow Serum,CeraVe,"Dark Spot, Nodules, Papules",High,Tea Tree Oil  Salicylic Acid  Zinc PCA,Toner,"combination, dry, oily",1667.13,4.7,1499,"Dermstore, Official Website, Ulta","Dark Spot, Nodules, Papules High Tea Tree Oil  Salicylic Acid  Zinc PCA Toner"
Let Moisturizer,The Ordinary,"Nodules, Papules, Pustules",High,Retinol  Vitamin C  Hyaluronic Acid,Cleanser,"sensitive, dry, oily",1336.87,3.6,4132,"Official Website, Sephora, Dermstore","Nodules, Papules, Pustules High Retinol  Vitamin C  Hyaluronic Acid Cleanser"
Economic Moisturizer,Eucerin,"Papules, Pustules, Whiteheads",High,Salicylic Acid  Centella Asiatica  Tea Tree Oil,Cleanser,"normal, dry, combination",2225.27,4.3,1822,"Amazon, Sephora, Ulta","Papules, Pustules, Whiteheads High Salicylic Acid  Centella Asiatica  Tea Tree Oil Cleanser"
Series Treatment,Innisfree,"Blackheads, Dark Spot, Whiteheads",Low,Vitamin C  Centella Asiatica  Hyaluronic Acid,Cleanser,"sensitive, normal, oily",2720.2,4.9,2253,"Sephora, Official Website, Ulta","Blackheads, Dark Spot, Whiteheads Low Vitamin C  Centella Asiatica  Hyaluronic Acid Cleanser"
Garden Treatment,Clinique,"Blackheads, Nodules, Whiteheads",High,Centella Asiatica  Benzoyl Peroxide  Centella Asiatica,Moisturizer,combination,1458.53,4.5,3424,"Sephora, Nykaa, Dermstore","Blackheads, Nodules, Whiteheads High Centella Asiatica  Benzoyl Peroxide  Centella Asiatica Moisturizer"
Woman Treatment,The Ordinary,"Blackheads, Nodules, Pustules",High,Retinol  Lactic Acid  Hyaluronic Acid,Exfoliator,"combination, oily, sensitive",2834.79,4.1,2902,"Ulta, Sephora, Official Website","Blackheads, Nodules, Pustules High Retinol  Lactic Acid  Hyaluronic Acid Exfoliator"
Now Exfoliator,Eucerin,Pustules,High,Centella Asiatica  Lactic Acid  Niacinamide,Spot Treatment,"oily, sensitive, dry",1214.95,4.6,1431,"Official Website, Ulta, Sephora",Pustules High Centella Asiatica  Lactic Acid  Niacinamide Spot Treatment
Necessary Cleanser,Paula's Choice,"Blackheads, Dark Spot, Nodules",Medium,Hyaluronic Acid  Glycolic Acid  Benzoyl Peroxide,Serum,"sensitive, combination",1325.44,4.4,2665,"Nykaa, Amazon, Official Website","Blackheads, Dark Spot, Nodules Medium Hyaluronic Acid  Glycolic Acid  Benzoyl Peroxide Serum"
Scientist Cleanser,The Ordinary,"Blackheads, Papules, Pustules",Low,Tea Tree Oil  Retinol  Niacinamide,Cleanser,"dry, oily",1468.4,4.1,4810,"Dermstore, Sephora, Official Website","Blackheads, Papules, Pustules Low Tea Tree Oil  Retinol  Niacinamide Cleanser"
Attack Toner,CeraVe,"Papules, Pustules",Medium,Tea Tree Oil  Centella Asiatica  Niacinamide,Toner,"combination, dry",1279.22,4.2,2963,"Official Website, Sephora, Ulta","Papules, Pustules Medium Tea Tree Oil  Centella Asiatica  Niacinamide Toner"
Go Serum,Cetaphil,"Blackheads, Nodules, Whiteheads",Low,Niacinamide  Zinc PCA  Salicylic Acid,Toner,"dry, combination, sensitive",2697.47,3.6,665,"Ulta, Official Website, Nykaa","Blackheads, Nodules, Whiteheads Low Niacinamide  Zinc PCA  Salicylic Acid Toner"
Participant Moisturizer,La Roche-Posay,"Blackheads, Pustules, Whiteheads",Medium,Azelaic Acid  Benzoyl Peroxide  Vitamin C,Spot Treatment,"dry, oily",2934.17,4.4,3262,"Dermstore, Sephora, Official Website","Blackheads, Pustules, Whiteheads Medium Azelaic Acid  Benzoyl Peroxide  Vitamin C Spot Treatment"
Agreement Moisturizer,La Roche-Posay,"Blackheads, Whiteheads",Medium,Vitamin C  Hyaluronic Acid  Benzoyl Peroxide,Toner,"oily, dry, normal",1190.32,4.7,2755,"Amazon, Ulta, Nykaa","Blackheads, Whiteheads Medium Vitamin C  Hyaluronic Acid  Benzoyl Peroxide Toner"
Industry Serum,Clinique,"Nodules, Whiteheads",Low,Benzoyl Peroxide  Benzoyl Peroxide  Benzoyl Peroxide,Serum,"oily, dry, combination",1261.8,4.8,1678,"Dermstore, Sephora","Nodules, Whiteheads Low Benzoyl Peroxide  Benzoyl Peroxide  Benzoyl Peroxide Serum"
Whatever Exfoliator,Innisfree,"Dark Spot, Nodules, Whiteheads",High,Glycolic Acid  Benzoyl Peroxide  Zinc PCA,Cleanser,"oily, dry, normal",335.73,4.9,167,Official Website,"Dark Spot, Nodules, Whiteheads High Glycolic Acid  Benzoyl Peroxide  Zinc PCA Cleanser"
College Cleanser,Paula's Choice,"Dark Spot, Pustules, Whiteheads",Medium,Tea Tree Oil  Centella Asiatica  Tea Tree Oil,Serum,"sensitive, combination",842.5,3.6,4624,"Amazon, Official Website","Dark Spot, Pustules, Whiteheads Medium Tea Tree Oil  Centella Asiatica  Tea Tree Oil Serum"
Hour Treatment,Cetaphil,"Blackheads, Papules, Whiteheads",High,Lactic Acid  Azelaic Acid  Glycolic Acid,Toner,"oily, normal, dry",1013.34,4.2,635,"Nykaa, Dermstore, Ulta","Blackheads, Papules, Whiteheads High Lactic Acid  Azelaic Acid  Glycolic Acid Toner"
White Moisturizer,Neutrogena,"Blackheads, Pustules, Whiteheads",Low,Zinc PCA  Hyaluronic Acid  Glycolic Acid,Moisturizer,"normal, combination, dry",483.59,5.0,4990,"Official Website, Ulta, Dermstore","Blackheads, Pustules, Whiteheads Low Zinc PCA  Hyaluronic Acid  Glycolic Acid Moisturizer"
Create Exfoliator,The Ordinary,"Blackheads, Dark Spot, Papules",Medium,Zinc PCA  Salicylic Acid  Niacinamide,Moisturizer,"normal, combination, sensitive",2119.46,4.0,1317,"Official Website, Ulta, Dermstore","Blackheads, Dark Spot, Papules Medium Zinc PCA  Salicylic Acid  Niacinamide Moisturizer"
Budget Cleanser,Innisfree,"Papules, Pustules, Whiteheads",High,Azelaic Acid  Zinc PCA  Vitamin C,Moisturizer,"combination, oily",2894.23,3.7,347,"Amazon, Sephora, Official Website","Papules, Pustules, Whiteheads High Azelaic Acid  Zinc PCA  Vitamin C Moisturizer"
Alone Toner,CeraVe,"Nodules, Papules, Pustules",Low,Centella Asiatica  Centella Asiatica  Hyaluronic Acid,Serum,"sensitive, normal, oily",2385.68,3.6,2766,"Dermstore, Sephora","Nodules, Papules, Pustules Low Centella Asiatica  Centella Asiatica  Hyaluronic Acid Serum"
Rule Exfoliator,Clinique,"Blackheads, Nodules, Papules",High,Lactic Acid  Glycolic Acid  Azelaic Acid,Toner,"dry, normal, sensitive",1064.83,4.0,4368,"Official Website, Dermstore, Nykaa","Blackheads, Nodules, Papules High Lactic Acid  Glycolic Acid  Azelaic Acid Toner"
This Treatment,The Ordinary,"Blackheads, Dark Spot, Whiteheads",High,Glycolic Acid  Hyaluronic Acid  Benzoyl Peroxide,Serum,"sensitive, oily",2707.9,4.6,3230,"Official Website, Dermstore, Nykaa","Blackheads, Dark Spot, Whiteheads High Glycolic Acid  Hyaluronic Acid  Benzoyl Peroxide Serum"
Soon Moisturizer,Eucerin,"Blackheads, Pustules, Whiteheads",Medium,Lactic Acid  Retinol  Salicylic Acid,Toner,"oily, dry, combination",2898.51,4.1,1058,"Amazon, Dermstore, Ulta","Blackheads, Pustules, Whiteheads Medium Lactic Acid  Retinol  Salicylic Acid Toner"
Sure Toner,Clinique,"Blackheads, Dark Spot",Low,Salicylic Acid  Lactic Acid  Glycolic Acid,Exfoliator,"sensitive, dry, oily",502.5,4.2,2218,"Ulta, Official Website, Dermstore","Blackheads, Dark Spot Low Salicylic Acid  Lactic Acid  Glycolic Acid Exfoliator"
Deep Moisturizer,CeraVe,"Dark Spot, Nodules, Pustules",Medium,Zinc PCA  Retinol  Zinc PCA,Spot Treatment,"dry, normal",399.52,3.9,3593,"Official Website, Nykaa, Sephora","Dark Spot, Nodules, Pustules Medium Zinc PCA  Retinol  Zinc PCA Spot Treatment"
Dinner Cleanser,La Roche-Posay,"Dark Spot, Nodules, Pustules",Low,Azelaic Acid  Tea Tree Oil  Centella Asiatica,Toner,"oily, sensitive, normal",1772.26,4.0,1885,"Sephora, Official Website, Nykaa","Dark Spot, Nodules, Pustules Low Azelaic Acid  Tea Tree Oil  Centella Asiatica Toner"
Democratic Treatment,Cetaphil,"Nodules, Pustules, Whiteheads",Low,Centella Asiatica  Benzoyl Peroxide  Retinol,Toner,"normal, oily, dry",881.38,3.9,1741,"Amazon, Dermstore, Ulta","Nodules, Pustules, Whiteheads Low Centella Asiatica  Benzoyl Peroxide  Retinol Toner"
From Treatment,Paula's Choice,"Blackheads, Nodules, Whiteheads",Medium,Azelaic Acid  Glycolic Acid  Centella Asiatica,Toner,"combination, normal, oily",1085.53,4.4,4083,"Sephora, Official Website, Nykaa","Blackheads, Nodules, Whiteheads Medium Azelaic Acid  Glycolic Acid  Centella Asiatica Toner"
Moment Serum,The Ordinary,"Pustules, Whiteheads",Medium,Vitamin C  Salicylic Acid  Centella Asiatica,Moisturizer,"combination, dry, sensitive",925.8,4.7,4375,"Dermstore, Ulta","Pustules, Whiteheads Medium Vitamin C  Salicylic Acid  Centella Asiatica Moisturizer"
Hand Toner,Eucerin,"Blackheads, Dark Spot, Pustules",High,Glycolic Acid  Niacinamide  Glycolic Acid,Moisturizer,"sensitive, combination",1515.96,3.8,4825,"Official Website, Ulta","Blackheads, Dark Spot, Pustules High Glycolic Acid  Niacinamide  Glycolic Acid Moisturizer"
Even Toner,Clinique,"Nodules, Papules, Whiteheads",High,Lactic Acid  Azelaic Acid  Lactic Acid,Moisturizer,"oily, sensitive",1085.2,4.0,4985,"Sephora, Nykaa, Amazon","Nodules, Papules, Whiteheads High Lactic Acid  Azelaic Acid  Lactic Acid Moisturizer"
